全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
141305,141305001249 ,神奈川県川崎市,細山７丁目公園,ﾎｿﾔﾏ7ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山７丁目２－４,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001250 ,神奈川県川崎市,細山８丁目公園,ﾎｿﾔﾏ8ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山８丁目２０,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001251 ,神奈川県川崎市,細山内野公園,ﾎｿﾔﾏｳﾁﾉｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区多摩美１丁目２４－１,神奈川県,川崎市,麻生区多摩美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001252 ,神奈川県川崎市,細山金井久保北公園,ﾎｿﾔﾏｶﾅｲｸﾎﾞｷﾀｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山７丁目１２,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001253 ,神奈川県川崎市,細山金井久保中央公園,ﾎｿﾔﾏｶﾅｲｸﾎﾞﾁｭｳｵｳｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山７丁目１４,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001254 ,神奈川県川崎市,細山北谷公園,ﾎｿﾔﾏｷﾀﾔｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山８丁目１－２,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001255 ,神奈川県川崎市,細山公園,ﾎｿﾔﾏｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山１丁目７－１,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001256 ,神奈川県川崎市,細山こども公園,ﾎｿﾔﾏｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山７丁目２,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001257 ,神奈川県川崎市,細山代官山公園,ﾎｿﾔﾏﾀﾞｲｶﾝﾔﾏｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山８丁目１５－１２,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001258 ,神奈川県川崎市,細山中島第１公園,ﾎｿﾔﾏﾅｶｼﾞﾏﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山３丁目１２－４,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001259 ,神奈川県川崎市,細山中島第２公園,ﾎｿﾔﾏﾅｶｼﾞﾏﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山３丁目２－２,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001260 ,神奈川県川崎市,細山なかよし公園,ﾎｿﾔﾏﾅｶﾖｼｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山６丁目７,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001261 ,神奈川県川崎市,細山七代第１公園,ﾎｿﾔﾏﾅﾅｼﾛﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山２丁目９－４,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001262 ,神奈川県川崎市,細山七代第２公園,ﾎｿﾔﾏﾅﾅｼﾛﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山２丁目１２－２,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001263 ,神奈川県川崎市,細山東公園,ﾎｿﾔﾏﾋｶﾞｼｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区細山４丁目１－１,神奈川県,川崎市,麻生区細山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001264 ,神奈川県川崎市,丸山こもれび公園,ﾏﾙﾔﾏｺﾓﾚﾋﾞｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区はるひ野４丁目１４－１,神奈川県,川崎市,麻生区はるひ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001265 ,神奈川県川崎市,万福寺やまぼうしポケットパーク,ﾏﾝﾌﾟｸｼﾞﾔﾏﾎﾞｳｼﾎﾟｹｯﾄﾊﾟｰｸ,,,1003,,,141372,,神奈川県川崎市麻生区万福寺４丁目１５－２３,神奈川県,川崎市,麻生区万福寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001266 ,神奈川県川崎市,万福寺もりの丘公園,ﾏﾝﾌﾟｸｼﾞﾓﾘﾉｵｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区万福寺４丁目５,神奈川県,川崎市,麻生区万福寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001267 ,神奈川県川崎市,南黒川第１公園,ﾐﾅﾐｸﾛｶﾜﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区南黒川５－１,神奈川県,川崎市,麻生区南黒川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001268 ,神奈川県川崎市,南黒川第２公園,ﾐﾅﾐｸﾛｶﾜﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区南黒川３－１,神奈川県,川崎市,麻生区南黒川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001269 ,神奈川県川崎市,南百合丘公園,ﾐﾅﾐﾕﾘｶﾞｵｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生２丁目１１－１６,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001270 ,神奈川県川崎市,宮添みのり公園,ﾐﾔｿﾞｴﾐﾉﾘｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区はるひ野１丁目１,神奈川県,川崎市,麻生区はるひ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001271 ,神奈川県川崎市,美山台公園,ﾐﾔﾏﾀﾞｲｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生５丁目１７－１,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001272 ,神奈川県川崎市,美山台中公園,ﾐﾔﾏﾀﾞｲﾅｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生５丁目３３－６,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001273 ,神奈川県川崎市,美山台日向公園,ﾐﾔﾏﾀﾞｲﾋﾅﾀｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生5丁目1101-3,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001274 ,神奈川県川崎市,美山台東公園,ﾐﾔﾏﾀﾞｲﾋｶﾞｼｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西７丁目３－８,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001275 ,神奈川県川崎市,向原公園,ﾑｶｲﾊﾗｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原３丁目１７－１,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001276 ,神奈川県川崎市,向原こども公園,ﾑｶｲﾊﾗｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原２丁目１０,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001277 ,神奈川県川崎市,向原の丘公園,ﾑｶｲﾊﾗﾉｵｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原２丁目２１,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001278 ,神奈川県川崎市,向原弁天公園,ﾑｶｲﾊﾗﾍﾞﾝﾃﾝｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原３丁目３－５,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001279 ,神奈川県川崎市,向原弥生公園,ﾑｶｲﾊﾗﾔﾖｲｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区向原２丁目１４,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001280 ,神奈川県川崎市,餅坂第２公園,ﾓﾁｻﾞｶﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘４丁目９－４,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001281 ,神奈川県川崎市,餅坂第３公園,ﾓﾁｻﾞｶﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘４丁目３３－１７,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001282 ,神奈川県川崎市,餅坂第４公園,ﾓﾁｻﾞｶﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘４丁目２３－９,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001283 ,神奈川県川崎市,餅坂第５公園,ﾓﾁｻﾞｶﾀﾞｲ5ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘４丁目４２－３,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001284 ,神奈川県川崎市,餅坂第６公園,ﾓﾁｻﾞｶﾀﾞｲ6ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘２丁目４０－２,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001285 ,神奈川県川崎市,餅井坂公園,ﾓﾁｲｻﾞｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘４丁目４８－３０,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001286 ,神奈川県川崎市,もみじが丘公園,ﾓﾐｼﾞｶﾞｵｶｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区千代ヶ丘４丁目２２－６８,神奈川県,川崎市,麻生区千代ヶ丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001287 ,神奈川県川崎市,柳町いろどり公園,ﾔﾅｷﾞﾏﾁｲﾛﾄﾞﾘｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区はるひ野２丁目１２－１,神奈川県,川崎市,麻生区はるひ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001288 ,神奈川県川崎市,山口台公園,ﾔﾏｸﾞﾁﾀﾞｲｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生４丁目３２－１,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001289 ,神奈川県川崎市,百合丘やまぼうしポケットパーク,ﾕﾘｶﾞｵｶﾔﾏﾎﾞｳｼﾎﾟｹｯﾄﾊﾟｰｸ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘１－７ー９,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001290 ,神奈川県川崎市,百合丘１丁目公園,ﾕﾘｶﾞｵｶ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘１丁目１７－４,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001291 ,神奈川県川崎市,百合丘２丁目公園,ﾕﾘｶﾞｵｶ2ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘２丁目５－２,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001292 ,神奈川県川崎市,百合丘３丁目公園,ﾕﾘｶﾞｵｶ3ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘３丁目２１－２,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001293 ,神奈川県川崎市,百合丘３丁目けやき公園,ﾕﾘｶﾞｵｶ3ﾁｮｳﾒｹﾔｷｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘３丁目２２－２,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001294 ,神奈川県川崎市,百合丘３丁目ふれあい公園,ﾕﾘｶﾞｵｶ3ﾁｮｳﾒﾌﾚｱｲｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘３丁目１２－２,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001295 ,神奈川県川崎市,百合丘第２公園,ﾕﾘｶﾞｵｶﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘３丁目１－１,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001296 ,神奈川県川崎市,百合丘第４公園,ﾕﾘｶﾞｵｶﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘２丁目４,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001297 ,神奈川県川崎市,百合丘第５公園,ﾕﾘｶﾞｵｶﾀﾞｲ5ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘３丁目１１－８,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001298 ,神奈川県川崎市,百合丘第６公園,ﾕﾘｶﾞｵｶﾀﾞｲ6ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区東百合丘４丁目３５－５,神奈川県,川崎市,麻生区東百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001299 ,神奈川県川崎市,百合丘第７公園,ﾕﾘｶﾞｵｶﾀﾞｲ7ｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区百合丘１丁目８－１７,神奈川県,川崎市,麻生区百合丘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001300 ,神奈川県川崎市,古沢公園,ﾌﾙｻﾜｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区古沢４７４－６,神奈川県,川崎市,麻生区古沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001301 ,神奈川県川崎市,籠口ノ池公園,ﾛｸﾞﾁﾉｲｹｺｳｴﾝ,,,1003,,,141372,,神奈川県川崎市麻生区下麻生２丁目２３－１,神奈川県,川崎市,麻生区下麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001302 ,神奈川県川崎市,王禅寺日吉谷緑地,ｵｳｾﾞﾝｼﾞﾋﾖｼﾔﾄﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺８６０－１ほか,神奈川県,川崎市,麻生区王禅寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001303 ,神奈川県川崎市,王禅寺東緑地,ｵｳｾﾞﾝｼﾞﾋｶﾞｼﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目８３３－２２ほか,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001304 ,神奈川県川崎市,王禅寺西緑地,ｵｳｾﾞﾝｼﾞﾆｼﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西６丁目２２０２－１ほか,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001305 ,神奈川県川崎市,真福寺谷緑地,ｼﾝﾌﾟｸｼﾞﾔﾄﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺西７丁目１６７４－１６６ほか,神奈川県,川崎市,麻生区王禅寺西,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001306 ,神奈川県川崎市,王禅寺日吉の辻緑地,ｵｳｾﾞﾝｼﾞﾋﾖｼﾉﾂｼﾞﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺字日吉谷９０９－１ほか,神奈川県,川崎市,麻生区王禅寺字日吉谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001307 ,神奈川県川崎市,王禅寺四ツ田緑地,ｵｳｾﾞﾝｼﾞﾖﾂﾀﾞﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺字四ツ田１０２８－２ほか,神奈川県,川崎市,麻生区王禅寺字四ツ田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001308 ,神奈川県川崎市,岡上杉山下緑地,ｵｶｶﾞﾐｽｷﾞﾔﾏｼﾀﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区岡上１３５５－１ほか,神奈川県,川崎市,麻生区岡上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001309 ,神奈川県川崎市,岡上梨子ノ木緑地,ｵｶｶﾞﾐﾅｼﾉｷﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区岡上１２８６－１ほか,神奈川県,川崎市,麻生区岡上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001310 ,神奈川県川崎市,岡上丸山緑地,ｵｶｶﾞﾐﾏﾙﾔﾏﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区岡上字丸山６８７－１ほか,神奈川県,川崎市,麻生区岡上字丸山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001311 ,神奈川県川崎市,"おっ越し山緑地
（おっ越し山ふれあいの森）","ｵｯｺｼﾔﾏﾘｮｸﾁ
(ｵｯｺｼﾔﾏﾌﾚｱｲﾉﾓﾘ)",,,1003,,,141372,,神奈川県川崎市麻生区上麻生６丁目４１－１,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001312 ,神奈川県川崎市,上麻生仲村東緑地,ｶﾐｱｻｵﾅｶﾑﾗﾋｶﾞｼﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生６丁目３９２－１ほか,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001313 ,神奈川県川崎市,柿生の里特別緑地,ｶｷｵﾉｻﾄﾄｸﾍﾞﾂﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生７丁目３３１－４ほか,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001314 ,神奈川県川崎市,黒川海道緑地,ｸﾛｶﾜｶｲﾄﾞｳﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川字海道１４０２ほか,神奈川県,川崎市,麻生区黒川字海道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001315 ,神奈川県川崎市,黒川沢谷戸緑地,ｸﾛｶﾜｻﾜﾔﾄﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川字広町１９０１ほか,神奈川県,川崎市,麻生区黒川字広町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001316 ,神奈川県川崎市,黒川鷹ノ巣緑地,ｸﾛｶﾜﾀｶﾉｽﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川西谷１６３２－５ほか,神奈川県,川崎市,麻生区黒川西谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001317 ,神奈川県川崎市,黒川西谷緑地,ｸﾛｶﾜﾆｼﾔﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川字西谷１５６１,神奈川県,川崎市,麻生区黒川字西谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001318 ,神奈川県川崎市,黒川宮添緑地,ｸﾛｶﾜﾐﾔｿﾞｴﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川字宮添２６２－１ほか,神奈川県,川崎市,麻生区黒川字宮添,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001319 ,神奈川県川崎市,黒川明坪緑地,ｸﾛｶﾜﾐｮｳﾂﾎﾞﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川字明坪２０３７－１ほか,神奈川県,川崎市,麻生区黒川字明坪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001320 ,神奈川県川崎市,黒川よこみね緑地,ｸﾛｶﾜｺﾖﾐﾈﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区はるひ野５－１５ほか,神奈川県,川崎市,麻生区はるひ野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001321 ,神奈川県川崎市,"高石緑地
（高石ふれあいの森）","ﾀｶｲｼﾘｮｸﾁ
（ﾀｶｲｼﾌﾚｱｲﾉﾓﾘ）",,,1003,,,141372,,神奈川県川崎市麻生区高石５丁目２１２－４８,神奈川県,川崎市,麻生区高石,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001322 ,神奈川県川崎市,西黒川緑地,ﾆｼｸﾛｶﾜﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区黒川字西谷１６７８－７ほか,神奈川県,川崎市,麻生区黒川字西谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001323 ,神奈川県川崎市,早野梅ヶ谷緑地,ﾊﾔﾉｳﾒｶﾞﾔﾄﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区早野字梅ケ谷９７５－２ほか,神奈川県,川崎市,麻生区早野字梅ケ谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001324 ,神奈川県川崎市,多摩美特別緑地,ﾀﾏﾐﾄｸﾍﾞﾂﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区多摩美１丁目９５－１９２ほか,神奈川県,川崎市,麻生区多摩美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001325 ,神奈川県川崎市,月読緑地,ﾂｷﾖﾐﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区下麻生１丁目１９－１,神奈川県,川崎市,麻生区下麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001326 ,神奈川県川崎市,万福寺ふるさと緑地,ﾏﾝﾌﾟｸｼﾞﾌﾙｻﾄﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区万福寺６丁目６－１ほか,神奈川県,川崎市,麻生区万福寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001327 ,神奈川県川崎市,向原の里緑地,ﾑｶｲﾊﾞﾗﾉｻﾄﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区向原２丁目１２４３－４３,神奈川県,川崎市,麻生区向原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001328 ,神奈川県川崎市,こやのさ緑道,ｺﾔﾉｻﾘｮｸﾄﾞｳ,,,1003,,,141372,,神奈川県川崎市麻生区上麻生１丁目１００－１２,神奈川県,川崎市,麻生区上麻生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001329 ,神奈川県川崎市,王禅寺大谷緑地,ｵｳｾﾞﾝｼﾞｵｵﾀﾆﾘｮｸﾁ,,,1003,,,141372,,神奈川県川崎市麻生区王禅寺東３丁目５１－１,神奈川県,川崎市,麻生区王禅寺東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
